,City,Lat,Lng,Temp,Humidity,Cloudiness,Wind,Country,Date
369,grand-lahou,5.1367,-5.0242,80.08,85,17,9.19,CI,1612551912
370,camapua,-19.5314,-54.0439,82.56,64,71,8.79,BR,1612551912
371,lubao,14.9167,120.55,77.0,73,75,2.3,PH,1612551912
372,kuching,1.55,110.3333,77.0,94,40,2.3,MY,1612551912
373,chagoda,59.164,35.3285,5.54,93,100,8.57,RU,1612551912
374,katsuura,35.1333,140.3,43.0,81,75,6.91,JP,1612551640
375,yakeshi,49.2833,120.7333,-14.53,88,0,1.99,CN,1612551913
376,cabadiangan,9.7531,122.4739,76.23,84,52,6.96,PH,1612551913
377,araouane,18.9048,-3.5265,82.13,14,100,5.17,ML,1612551913
378,ipixuna,-1.7625,-48.8043,86.0,70,75,14.97,BR,1612551913
379,springfield,37.2153,-93.2982,48.0,42,40,11.5,US,1612551639
380,dwarka,22.2394,68.9678,70.59,42,0,14.27,IN,1612551913
381,santa rosa,14.3122,121.1114,79.0,78,75,9.84,PH,1612551914
382,rudsar,37.1376,50.288,73.4,72,75,2.3,IR,1612551914
383,zamora,-4.0692,-78.9567,89.6,33,40,17.27,EC,1612551914
384,young,-32.6833,-57.6333,84.0,43,0,4.0,UY,1612551914
385,guirang,11.35,125.1167,75.0,89,100,4.9,PH,1612551914
386,sangolqui,-0.3341,-78.4522,66.2,59,75,13.8,EC,1612551914
387,rock sound,24.9,-76.2,73.54,75,36,14.29,BS,1612551914
388,evensk,61.95,159.2333,1.53,92,100,16.22,RU,1612551914
389,havelock,34.8791,-76.9013,57.2,62,90,10.36,US,1612551914
390,tete,-16.1564,33.5867,87.01,65,40,8.05,MZ,1612551672
391,jacareacanga,-6.2222,-57.7528,82.4,83,90,2.3,BR,1612551836
392,synya,65.3718,58.0387,-6.36,91,92,5.53,RU,1612551915
393,masuguru,-11.3667,38.4167,75.97,90,100,2.84,TZ,1612551915
394,waddan,29.1614,16.139,66.85,26,100,7.23,LY,1612551915
395,shihezi,44.3,86.0333,13.39,94,25,2.01,CN,1612551915
396,mudgee,-32.5943,149.5871,69.01,100,90,5.75,AU,1612551915
397,namatanai,-3.6667,152.4333,78.33,87,99,11.9,PG,1612551915
398,paita,-5.0892,-81.1144,80.6,61,75,12.66,PE,1612551916
399,viedma,-40.8135,-62.9967,102.99,18,0,3.0,AR,1612551916
400,la queue-en-brie,48.7852,2.5811,50.0,81,0,3.44,FR,1612551916
401,padang,-0.9492,100.3543,75.2,94,40,2.3,ID,1612551700
402,balikpapan,-1.2675,116.8289,75.67,92,100,4.21,ID,1612551907
403,fort frances,48.5999,-93.4003,1.4,66,90,16.11,CA,1612551871
404,chupa,66.27,33.0549,9.3,96,100,4.99,RU,1612551916
405,zhigalovo,54.8097,105.1578,2.14,91,100,3.36,RU,1612551917
406,lucapa,-8.4192,20.7447,69.1,88,0,2.35,AO,1612551917
407,mount isa,-20.7333,139.5,84.2,61,75,2.3,AU,1612551641
408,wenzhou,27.9994,120.6668,59.0,91,5,2.68,CN,1612551917
409,comodoro rivadavia,-45.8667,-67.5,66.2,52,0,12.66,AR,1612551917
410,oriximina,-1.7656,-55.8661,94.82,40,11,4.43,BR,1612551879
411,qui nhon,13.7667,109.2333,70.2,86,100,8.28,VN,1612551917
412,covington,39.0837,-84.5086,35.01,55,90,16.11,US,1612551917
413,gorontalo,0.5412,123.0595,75.13,89,100,3.76,ID,1612551917
414,urusha,54.05,122.9,-16.67,84,89,4.27,RU,1612551917
415,rocha,-34.4833,-54.3333,69.26,63,6,13.67,UY,1612551848
416,tautira,-17.7333,-149.15,82.0,65,55,1.99,PF,1612551918
417,clarksville,36.5298,-87.3595,44.6,52,1,10.36,US,1612551670
418,carauari,-4.8828,-66.8958,81.12,91,100,4.25,BR,1612551918
419,notse,6.95,1.1667,87.73,56,67,10.69,TG,1612551918
420,paracelis,17.2667,121.4667,66.42,90,31,1.92,PH,1612551918
421,nioro,13.35,-15.75,85.51,15,100,6.71,GM,1612551918
422,alice springs,-23.7,133.8833,71.6,53,75,5.75,AU,1612551821
423,calabozo,8.9242,-67.4293,96.71,31,100,9.53,VE,1612551918
424,dandong,40.1292,124.3947,27.46,97,100,2.06,CN,1612551919
425,umm kaddadah,13.6017,26.6876,64.6,26,0,17.72,SD,1612551919
426,mount gambier,-37.8333,140.7667,53.6,100,75,6.91,AU,1612551919
427,ulladulla,-35.35,150.4667,72.0,100,75,8.05,AU,1612551739
428,klaksvik,62.2266,-6.589,32.0,69,20,8.05,FO,1612551800
429,jumla,29.2747,82.1838,26.24,86,100,4.59,NP,1612551674
430,akcakoca,41.0866,31.1162,51.84,68,91,2.57,TR,1612551919
431,guerrero negro,27.9769,-114.0611,67.71,44,0,10.18,MX,1612551919
432,porbandar,21.6422,69.6093,68.11,37,0,15.03,IN,1612551664
433,port hawkesbury,45.6169,-61.3485,37.0,93,90,9.22,CA,1612551919
434,longyearbyen,78.2186,15.6401,19.4,86,75,2.3,SJ,1612551707
435,tukrah,32.5341,20.5791,57.79,77,0,2.82,LY,1612551920
436,atasu,48.6814,71.6433,27.37,97,94,7.07,KZ,1612551920
437,nicoya,10.1483,-85.452,91.4,43,0,11.5,CR,1612551920
438,huarmey,-10.0681,-78.1522,76.14,62,81,11.9,PE,1612551920
439,tumbagaan,5.3656,120.3139,78.17,83,100,7.09,PH,1612551920
440,hare bay,48.8499,-54.0148,39.2,100,100,4.61,CA,1612551921
441,terrace,54.5163,-128.6035,33.8,93,90,8.05,CA,1612551921
442,joensuu,62.6012,29.7632,9.0,85,75,4.61,FI,1612551921
443,elizabeth city,36.2946,-76.2511,48.99,93,90,12.66,US,1612551921
444,hervey bay,-25.2986,152.8535,70.0,87,31,3.0,AU,1612551921
445,beringovskiy,63.05,179.3167,-7.44,89,100,11.5,RU,1612551921
446,tura,25.5198,90.2201,62.67,44,0,3.33,IN,1612551921
447,bonfim,3.0833,-59.95,89.04,48,71,12.95,BR,1612551921
448,mungaa,-4.9667,34.8833,63.07,83,18,2.66,TZ,1612551922
449,ostrovnoy,68.0531,39.5131,11.73,92,100,12.73,RU,1612551879
450,kadur,13.5533,76.0131,67.05,61,0,1.74,IN,1612551922
451,sun prairie,43.1836,-89.2137,12.99,72,75,9.22,US,1612551922
452,mecca,21.4267,39.8261,64.62,56,21,5.84,SA,1612551718
453,mao,39.8885,4.2658,59.0,77,0,12.66,ES,1612551922
454,mareeba,-17.0,145.4333,79.0,100,90,2.06,AU,1612551922
455,shitanjing,39.2342,106.3439,32.38,70,0,16.51,CN,1612551910
456,kathu,7.9178,98.3332,80.6,69,20,8.05,TH,1612551922
457,maues,-3.3836,-57.7186,93.56,47,8,5.26,BR,1612551923
458,verkhniy avzyan,53.5289,57.5372,33.04,94,100,5.39,RU,1612551923
459,labrea,-7.2586,-64.7981,77.54,95,100,1.88,BR,1612551923
460,birjand,32.8663,59.2211,42.8,16,0,6.91,IR,1612551834
461,mionica,44.8672,18.4631,50.0,93,72,1.14,BA,1612551923
462,salamiyah,35.0113,37.0532,50.47,84,0,3.96,SY,1612551923
463,tateyama,34.9833,139.8667,43.0,81,75,6.91,JP,1612551724
464,san quintin,30.4833,-115.95,61.0,62,0,7.0,MX,1612551923
465,pokhara,28.2333,83.9833,49.33,50,98,6.4,NP,1612551924
466,awjilah,29.1081,21.2869,57.88,52,0,4.7,LY,1612551924
467,puerto colombia,10.9878,-74.9547,87.8,62,20,10.36,CO,1612551924
468,fairbanks,64.8378,-147.7164,-18.4,63,40,8.05,US,1612551877
469,woippy,49.1495,6.1491,48.0,93,90,6.91,FR,1612551924
470,roebourne,-20.7833,117.1333,80.19,78,0,7.16,AU,1612551924
471,maan,5.9339,124.7356,78.22,71,100,3.29,PH,1612551925
472,nador,35.174,-2.9287,60.8,77,0,13.8,MA,1612551925
473,mogadishu,2.0371,45.3438,77.11,80,0,20.15,SO,1612551682
474,saint-junien,45.8833,0.9,48.99,93,0,4.61,FR,1612551722
475,donghai,22.9459,115.642,58.89,79,0,1.97,CN,1612551925
476,birao,10.2849,22.7882,78.98,17,74,10.49,CF,1612551925
477,egvekinot,66.3167,-179.1667,-12.35,92,100,18.81,RU,1612551925
478,kondinskoye,59.6481,67.41,26.55,98,100,9.89,RU,1612551926
479,general pico,-35.6566,-63.7568,94.69,12,0,7.05,AR,1612551926
480,normandin,48.8333,-72.5321,15.8,79,100,2.3,CA,1612551878
481,mujiayingzi,42.1167,118.7833,20.16,92,0,7.09,CN,1612551926
482,camp diable,-20.4628,57.5789,80.6,78,40,9.22,MU,1612551926
483,homer,59.6425,-151.5483,19.99,92,75,3.13,US,1612551926
484,semnan,35.5729,53.3971,52.5,51,100,3.2,IR,1612551926
485,da nang,16.0678,108.2208,66.2,94,20,0.87,VN,1612551927
486,serbanesti,44.3333,24.7,42.8,87,0,8.05,RO,1612551927
487,neyshabur,36.2133,58.7958,49.73,42,84,1.43,IR,1612551711
488,karcag,47.3167,20.9333,42.8,100,75,5.75,HU,1612551927
489,ascension,30.2169,-90.9001,48.2,71,90,9.22,US,1612551927
490,sitka,57.0531,-135.33,35.6,93,90,4.61,US,1612551927
491,barnstaple,51.0802,-4.0581,42.01,90,12,1.99,GB,1612551927
492,banyumas,-7.5142,109.2942,75.81,88,99,2.44,ID,1612551928
493,solikamsk,59.6196,56.7729,35.94,99,100,10.89,RU,1612551928
494,bubaque,11.2833,-15.8333,77.94,68,75,20.56,GW,1612551928
495,vysokogornyy,50.1167,139.15,-20.34,85,95,1.57,RU,1612551664
496,camacha,33.0833,-16.3333,57.2,62,40,20.71,PT,1612551801
497,sant feliu de guixols,41.7833,3.0333,55.99,24,100,3.8,ES,1612551928
498,muisne,0.6,-80.0333,80.6,94,75,6.91,EC,1612551928
499,vardo,70.3705,31.1107,26.6,93,75,12.66,NO,1612551649
500,puksoozero,62.5903,40.6066,-3.42,91,100,10.16,RU,1612551929
501,shatsk,54.0258,41.7119,8.64,94,100,13.58,RU,1612551929
502,boca do acre,-8.7522,-67.3978,74.61,97,100,3.22,BR,1612551929
503,cortez,37.3489,-108.5859,39.2,35,1,4.61,US,1612551929
504,santa helena de goias,-17.8136,-50.5969,83.57,71,100,6.17,BR,1612551723
505,ouadda,8.0777,22.4007,75.07,22,30,6.71,CF,1612551691
506,tamandare,-8.7597,-35.1047,82.83,64,0,12.15,BR,1612551929
507,santa luzia,-19.7697,-43.8514,73.4,94,75,4.61,BR,1612551929
508,kalispell,48.1958,-114.3129,35.01,86,90,5.75,US,1612551733
509,carupano,10.6678,-63.2585,81.5,64,31,14.54,VE,1612551929
510,mukhen,48.1,136.1,0.91,93,100,1.77,RU,1612551930
511,vaitape,-16.5167,-151.75,81.23,66,6,6.33,PF,1612551872
512,atambua,-9.1061,124.8925,74.66,91,100,5.08,ID,1612551676
513,imeni poliny osipenko,52.4201,136.4853,-17.16,88,100,2.73,RU,1612551930
514,taltal,-25.4,-70.4833,70.12,61,22,7.27,CL,1612551671
515,montague,42.5356,-72.5351,37.0,87,100,1.99,US,1612551714
516,muzhi,65.3667,64.6667,-13.45,89,100,11.95,RU,1612551930
517,parintins,-2.6283,-56.7358,94.55,41,5,5.48,BR,1612551931
518,shimoda,34.6667,138.95,45.0,55,57,3.0,JP,1612551931
519,xinqing,48.2333,129.5,-15.5,87,47,2.44,CN,1612551931
520,maceio,-9.6658,-35.7353,86.0,62,0,17.27,BR,1612551931
521,marzuq,14.4,46.4667,58.17,66,0,6.85,YE,1612551931
522,simbahan,6.3032,120.5836,80.53,81,100,8.19,PH,1612551931
523,kemise,10.7167,39.8667,68.36,24,69,2.91,ET,1612551932
524,gerash,27.6652,54.1371,53.6,30,0,2.68,IR,1612551932
525,ribeira grande,38.5167,-28.7,59.0,72,75,16.11,PT,1612551667
526,koumac,-20.5667,164.2833,76.57,79,1,2.28,NC,1612551932
527,kamenka,51.3223,42.7678,17.01,86,100,14.0,RU,1612551932
528,itacare,-14.2775,-38.9967,86.0,74,20,11.5,BR,1612551932
529,trinidad,-14.8333,-64.9,87.8,58,40,13.8,BO,1612551932
530,erzin,36.9559,36.2,62.01,79,0,1.23,TR,1612551932
531,westport,41.1415,-73.3579,43.0,75,90,4.61,US,1612551933
532,san andres,12.5847,-81.7006,84.2,74,20,10.36,CO,1612551933
533,athabasca,54.7169,-113.2854,-11.2,76,100,4.61,CA,1612551933
534,chirongui,-12.9319,45.1483,82.4,78,0,5.75,YT,1612551933
535,sivas,39.7916,37.0019,28.4,80,0,5.75,TR,1612551933
536,chinsali,-10.5414,32.0816,65.05,97,100,4.38,ZM,1612551933
537,poum,-20.2333,164.0167,79.23,77,0,7.29,NC,1612551933
538,shonguy,68.7526,33.146,14.0,92,40,3.58,RU,1612551933
539,phuket,8.0,98.25,80.6,69,20,8.05,TH,1612551934
540,mitchell,43.7094,-98.0298,17.6,57,20,13.8,US,1612551786
541,mokhsogollokh,61.4681,128.9203,-38.09,80,95,3.85,RU,1612551934
542,panguna,-6.3164,155.4848,69.48,100,18,2.28,PG,1612551934
543,nagato,34.3833,131.2,46.4,87,90,4.61,JP,1612551800
544,republic,37.12,-93.4802,48.0,42,40,11.5,US,1612551934
545,wenling,28.3669,121.36,59.0,93,71,6.87,CN,1612551701
546,lahaina,20.8783,-156.6825,69.8,73,20,11.5,US,1612551934
547,ilinskiy,55.619,38.1182,14.0,67,75,17.9,RU,1612551934
548,svetlaya,46.5389,138.3297,8.11,87,50,5.59,RU,1612551828
549,tongchuan,35.0806,109.0897,41.45,51,0,6.78,CN,1612551935
550,dakoro,14.5106,6.765,75.18,17,0,11.83,NE,1612551935
551,beyneu,45.3167,55.2,46.53,60,72,10.45,KZ,1612551935
552,nishihara,26.1842,127.7558,62.6,72,20,4.61,JP,1612551935
553,komsomolskiy,40.4272,71.7189,42.8,36,100,6.91,UZ,1612551740
554,port keats,-14.25,129.55,81.18,83,100,10.94,AU,1612551935
555,rosario,-32.9468,-60.6393,90.0,37,0,8.05,AR,1612551823
556,kenai,60.5544,-151.2583,6.01,84,1,4.61,US,1612551688
557,kawalu,-7.3817,108.2082,72.3,90,74,3.2,ID,1612551936
558,whitehorse,60.7161,-135.0538,-8.0,76,20,3.44,CA,1612551936
559,pevek,69.7008,170.3133,-15.54,86,100,1.61,RU,1612551936
560,qianan,44.9932,124.0581,11.26,90,100,2.06,CN,1612551936
561,leshukonskoye,64.8989,45.7622,-11.4,88,100,9.78,RU,1612551936
562,half moon bay,37.4636,-122.4286,61.0,71,1,1.88,US,1612551912
563,king city,36.2127,-121.126,55.0,34,0,3.0,US,1612551936
564,bardiyah,31.7561,25.0865,59.47,88,0,11.48,LY,1612551936
565,vestmanna,62.1564,-7.1664,32.0,69,20,8.05,FO,1612551828
566,santa barbara,34.7333,-120.0343,64.0,54,1,3.11,US,1612551937
567,yumen,40.2833,97.2,30.97,74,100,21.65,CN,1612551937
568,filomeno mata,20.2,-97.7,82.4,65,1,6.91,MX,1612551937
569,tortoli,39.9256,9.6572,54.0,94,20,2.3,IT,1612551937
570,canutama,-6.5339,-64.3831,82.81,89,100,1.32,BR,1612551937
571,kasese,0.1833,30.0833,76.14,50,93,1.1,UG,1612551937
572,kastamonu,41.5,33.6667,38.32,85,0,0.38,TR,1612551722
573,quchan,37.106,58.5095,42.84,57,2,5.12,IR,1612551731
574,colesberg,-30.72,25.0972,74.07,54,0,19.44,ZA,1612551938
575,bocanda,7.0626,-4.4995,90.9,37,39,4.36,CI,1612551938
576,morondava,-20.2833,44.2833,82.87,82,100,10.38,MG,1612551684
577,port augusta,-32.5,137.7667,64.4,77,90,6.91,AU,1612551938
578,la crosse,43.8014,-91.2396,12.0,61,75,24.16,US,1612551938
579,dosso,13.049,3.1937,82.45,15,0,8.77,NE,1612551938
580,boa vista,2.8197,-60.6733,87.8,51,90,14.97,BR,1612551938
